key,title,authors,year,venue,doi,url,discovery_url,cited_in_sections
Sap2020SocialBiasFrames,Social Bias Frames: Reasoning about Social and Power Implications of Language,"Sap, Maarten; Gabriel, Saadia; Qin, Lianhui; Jurafsky, Dan; Smith, Noah A.; Choi, Yejin",2020,Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics,,,https://scholar.google.com/scholar?q=%22Social%20Bias%20Frames%3A%20Reasoning%20about%20Social%20and%20Power%20Implications%20of%20Language%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence
Kiela2020HatefulMemes,The Hateful Memes Challenge: Detecting Hate Speech in Multimodal Memes,"Kiela, Douwe; Firooz, Hamed; Mohan, Aravind; Goswami, Vedanuj; Singh, Amanpreet; Ringshia, Pratik; Testuggine, Davide",2020,Advances in Neural Information Processing Systems,,,https://scholar.google.com/scholar?q=%22The%20Hateful%20Memes%20Challenge%3A%20Detecting%20Hate%20Speech%20in%20Multimodal%20Memes%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Fortuna2020WhatClassifying,"Toxic, Hateful, Offensive or Abusive? What Are We Really Classifying? An Empirical Analysis of Hate Speech Datasets","Fortuna, Paula; Soler, Juan; Wanner, Leo",2020,Proceedings of the Twelfth Language Resources and Evaluation Conference,,,https://scholar.google.com/scholar?q=%22Toxic%2C%20Hateful%2C%20Offensive%20or%20Abusive%3F%20What%20Are%20We%20Really%20Classifying%3F%20An%20Empirical%20Analysis%20of%20Hate%20Speech%20Datasets%22,1 Introduction
Pavlopoulos2020Context,Toxicity Detection: Does Context Really Matter?,"Pavlopoulos, John; Sorensen, Jeffrey; Dixon, Lucas; Thain, Nithum; Androutsopoulos, Ion",2020,Proceedings of the 58th Annual Meeting of the Association for Computational Linguistics,,,https://scholar.google.com/scholar?q=%22Toxicity%20Detection%3A%20Does%20Context%20Really%20Matter%3F%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence
Ovadia2019Trust,Can You Trust Your Model's Uncertainty? Evaluating Predictive Uncertainty Under Dataset Shift,"Ovadia, Yaniv; Fertig, Emily; Ren, Jie; Nado, Zachary; Sculley, D.; Nowozin, Sebastian; Dillon, Joshua V.; Lakshminarayanan, Balaji; Snoek, Jasper",2019,Advances in Neural Information Processing Systems,,,https://scholar.google.com/scholar?q=%22Can%20You%20Trust%20Your%20Model%27s%20Uncertainty%3F%20Evaluating%20Predictive%20Uncertainty%20Under%20Dataset%20Shift%22,9 Decision-Oriented Governance Under Uncertainty
Selbst2019FairnessAbstraction,Fairness and Abstraction in Sociotechnical Systems,"Selbst, Andrew D.; Boyd, Danah; Friedler, Sorelle A.; Venkatasubramanian, Suresh; Vertesi, Janet",2019,"Proceedings of the Conference on Fairness, Accountability, and Transparency",,,https://scholar.google.com/scholar?q=%22Fairness%20and%20Abstraction%20in%20Sociotechnical%20Systems%22,9 Decision-Oriented Governance Under Uncertainty
Holstein2019FairnessPractitioners,Improving Fairness in Machine Learning Systems: What Do Industry Practitioners Need?,"Holstein, Kenneth; Vaughan, Jennifer Wortman; Daume III, Hal; Dudik, Miroslav; Wallach, Hanna",2019,Proceedings of the 2019 CHI Conference on Human Factors in Computing Systems,,,https://scholar.google.com/scholar?q=%22Improving%20Fairness%20in%20Machine%20Learning%20Systems%3A%20What%20Do%20Industry%20Practitioners%20Need%3F%22,9 Decision-Oriented Governance Under Uncertainty
Mitchell2019ModelCards,Model Cards for Model Reporting,"Mitchell, Margaret; Wu, Simone; Zaldivar, Andrew; Barnes, Parker; Vasserman, Lucy; Hutchinson, Ben; Spitzer, Elena; Raji, Inioluwa Deborah; Gebru, Timnit",2019,"Proceedings of the Conference on Fairness, Accountability, and Transparency",,,https://scholar.google.com/scholar?q=%22Model%20Cards%20for%20Model%20Reporting%22,9 Decision-Oriented Governance Under Uncertainty
Ousidhoum2019MultilingualMultiAspect,Multilingual and Multi-Aspect Hate Speech Analysis,"Ousidhoum, Nedjma; Lin, Zizheng; Zhang, Hongming; Song, Yangqiu; Yeung, Dit-Yan",2019,Proceedings of EMNLP-IJCNLP 2019,,,https://scholar.google.com/scholar?q=%22Multilingual%20and%20Multi-Aspect%20Hate%20Speech%20Analysis%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence
Borkan2019Nuanced,Nuanced Metrics for Measuring Unintended Bias with Real Data for Text Classification,"Borkan, Daniel; Dixon, Lucas; Sorensen, Jeffrey; Thain, Nithum; Vasserman, Lucy",2019,Companion Proceedings of The 2019 World Wide Web Conference,,,https://scholar.google.com/scholar?q=%22Nuanced%20Metrics%20for%20Measuring%20Unintended%20Bias%20with%20Real%20Data%20for%20Text%20Classification%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence; 10 Cross-Cutting Synthesis and Research Agenda
Passi2019ProblemFormulation,Problem Formulation and Fairness,"Passi, Samir; Barocas, Solon",2019,"Proceedings of the Conference on Fairness, Accountability, and Transparency",,,https://scholar.google.com/scholar?q=%22Problem%20Formulation%20and%20Fairness%22,9 Decision-Oriented Governance Under Uncertainty
Davidson2019RacialBias,Racial Bias in Hate Speech and Abusive Language Detection Datasets,"Davidson, Thomas; Bhattacharya, Debasmita; Weber, Ingmar",2019,Proceedings of the Third Workshop on Abusive Language Online,,,https://scholar.google.com/scholar?q=%22Racial%20Bias%20in%20Hate%20Speech%20and%20Abusive%20Language%20Detection%20Datasets%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence
Basile2019HatEval,SemEval-2019 Task 5: Multilingual Detection of Hate Speech Against Immigrants and Women in Twitter,"Basile, Valerio; Bosco, Cristina; Fersini, Elisabetta; Nozza, Debora; Patti, Viviana; Pardo, Francisco Manuel Rangel; Rosso, Paolo; Sanguinetti, Manuela",2019,Proceedings of the 13th International Workshop on Semantic Evaluation,,,https://scholar.google.com/scholar?q=%22SemEval-2019%20Task%205%3A%20Multilingual%20Detection%20of%20Hate%20Speech%20Against%20Immigrants%20and%20Women%20in%20Twitter%22,3 The SCOPE Framework: Defining Governance Validity; 4 Content Measurement: From Labels to Policy-Conditioned Evidence
Zampieri2019OffensEval,SemEval-2019 Task 6: Identifying and Categorizing Offensive Language in Social Media (OffensEval),"Zampieri, Marcos; Malmasi, Shervin; Nakov, Preslav; Rosenthal, Sara; Farra, Noura; Kumar, Ritesh",2019,Proceedings of the 13th International Workshop on Semantic Evaluation,,,https://scholar.google.com/scholar?q=%22SemEval-2019%20Task%206%3A%20Identifying%20and%20Categorizing%20Offensive%20Language%20in%20Social%20Media%20%28OffensEval%29%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence
Sap2019Risk,The Risk of Racial Bias in Hate Speech Detection,"Sap, Maarten; Card, Dallas; Gabriel, Saadia; Choi, Yejin; Smith, Noah A.",2019,Proceedings of the 57th Annual Meeting of the Association for Computational Linguistics,,,https://scholar.google.com/scholar?q=%22The%20Risk%20of%20Racial%20Bias%20in%20Hate%20Speech%20Detection%22,1 Introduction; 4 Content Measurement: From Labels to Policy-Conditioned Evidence; 9 Decision-Oriented Governance Under Uncertainty; 10 Cross-Cutting Synthesis and Research Agenda
Wallace2019Universal,Universal Adversarial Triggers for Attacking and Analyzing NLP,"Wallace, Eric; Feng, Shi; Kandpal, Nikhil; Gardner, Matt; Singh, Sameer",2019,Proceedings of the 2019 Conference on Empirical Methods in Natural Language Processing and the 9th International Joint Conference on Natural Language Processing,,,https://scholar.google.com/scholar?q=%22Universal%20Adversarial%20Triggers%20for%20Attacking%20and%20Analyzing%20NLP%22,8 Adaptive Evasion and Detection–Mitigation Coupling
Kumar2019VerifiedCalibration,Verified Uncertainty Calibration,"Kumar, Ananya; Liang, Percy; Ma, Tengyu",2019,Advances in Neural Information Processing Systems 32,,,https://scholar.google.com/scholar?q=%22Verified%20Uncertainty%20Calibration%22,9 Decision-Oriented Governance Under Uncertainty
Lu2019ViLBERT,ViLBERT: Pretraining Task-Agnostic Visiolinguistic Representations for Vision-and-Language Tasks,"Lu, Jiasen; Batra, Dhruv; Parikh, Devi; Lee, Stefan",2019,Advances in Neural Information Processing Systems,,,https://scholar.google.com/scholar?q=%22ViLBERT%3A%20Pretraining%20Task-Agnostic%20Visiolinguistic%20Representations%20for%20Vision-and-Language%20Tasks%22,"6 Compositional Semantics, Generation Risk, and Visual Safety"
Fortuna2018HateSurvey,A Survey on Automatic Detection of Hate Speech in Text,Paula Fortuna; Sérgio Nunes,2018,ACM Computing Surveys,,,https://scholar.google.com/scholar?q=%22A%20Survey%20on%20Automatic%20Detection%20of%20Hate%20Speech%20in%20Text%22,1 Introduction
Bender2018DataStatements,Data Statements for Natural Language Processing: Toward Mitigating System Bias and Enabling Better Science,"Bender, Emily M.; Friedman, Batya",2018,Transactions of the Association for Computational Linguistics,,,https://scholar.google.com/scholar?q=%22Data%20Statements%20for%20Natural%20Language%20Processing%3A%20Toward%20Mitigating%20System%20Bias%20and%20Enabling%20Better%20Science%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence
Founta2018LargeScale,Large Scale Crowdsourcing and Characterization of Twitter Abusive Behavior,"Founta, Antigoni-Maria; Djouvas, Constantinos; Chatzakou, Despoina; Leontiadis, Ilias; Blackburn, Jeremy; Stringhini, Gianluca; Vakali, Athena; Sirivianos, Michael; Kourtellis, Nicolas",2018,Proceedings of the International AAAI Conference on Web and Social Media,,,https://scholar.google.com/scholar?q=%22Large%20Scale%20Crowdsourcing%20and%20Characterization%20of%20Twitter%20Abusive%20Behavior%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence
Dixon2018Measuring,Measuring and Mitigating Unintended Bias in Text Classification,"Dixon, Lucas; Li, John; Sorensen, Jeffrey; Thain, Nithum; Vasserman, Lucy",2018,"Proceedings of the 2018 AAAI/ACM Conference on AI, Ethics, and Society",,,https://scholar.google.com/scholar?q=%22Measuring%20and%20Mitigating%20Unintended%20Bias%20in%20Text%20Classification%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence
Madras2018PredictResponsibly,Predict Responsibly: Improving Fairness and Accuracy by Learning to Defer,"Madras, David; Pitassi, Toniann; Zemel, Richard",2018,Advances in Neural Information Processing Systems 31,,,https://scholar.google.com/scholar?q=%22Predict%20Responsibly%3A%20Improving%20Fairness%20and%20Accuracy%20by%20Learning%20to%20Defer%22,9 Decision-Oriented Governance Under Uncertainty
Park2018ReducingGenderBias,Reducing Gender Bias in Abusive Language Detection,"Park, Ji Ho; Shin, Jamin; Fung, Pascale",2018,Proceedings of the 2018 Conference on Empirical Methods in Natural Language Processing,,,https://scholar.google.com/scholar?q=%22Reducing%20Gender%20Bias%20in%20Abusive%20Language%20Detection%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence
Schmidt2017Survey,A Survey on Hate Speech Detection Using Natural Language Processing,"Schmidt, Anna; Wiegand, Michael",2017,Proceedings of the Fifth International Workshop on Natural Language Processing for Social Media,,,https://scholar.google.com/scholar?q=%22A%20Survey%20on%20Hate%20Speech%20Detection%20Using%20Natural%20Language%20Processing%22,1 Introduction
Davidson2017Automated,Automated Hate Speech Detection and the Problem of Offensive Language,"Davidson, Thomas; Warmsley, Dana; Macy, Michael; Weber, Ingmar",2017,Proceedings of the International AAAI Conference on Web and Social Media,,,https://scholar.google.com/scholar?q=%22Automated%20Hate%20Speech%20Detection%20and%20the%20Problem%20of%20Offensive%20Language%22,1 Introduction; 3 The SCOPE Framework: Defining Governance Validity; 4 Content Measurement: From Labels to Policy-Conditioned Evidence; 10 Cross-Cutting Synthesis and Research Agenda
Wulczyn2017ExMachina,Ex Machina: Personal Attacks Seen at Scale,"Wulczyn, Ellery; Thain, Nithum; Dixon, Lucas",2017,Proceedings of the 26th International Conference on World Wide Web,,,https://scholar.google.com/scholar?q=%22Ex%20Machina%3A%20Personal%20Attacks%20Seen%20at%20Scale%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence
Guo2017Calibration,On Calibration of Modern Neural Networks,"Guo, Chuan; Pleiss, Geoff; Sun, Yu; Weinberger, Kilian Q.",2017,Proceedings of the 34th International Conference on Machine Learning,,,https://scholar.google.com/scholar?q=%22On%20Calibration%20of%20Modern%20Neural%20Networks%22,3 The SCOPE Framework: Defining Governance Validity; 4 Content Measurement: From Labels to Policy-Conditioned Evidence; 9 Decision-Oriented Governance Under Uncertainty
Geifman2017SelectiveClassification,Selective Classification for Deep Neural Networks,"Geifman, Yonatan; El-Yaniv, Ran",2017,Advances in Neural Information Processing Systems 30,,,https://scholar.google.com/scholar?q=%22Selective%20Classification%20for%20Deep%20Neural%20Networks%22,9 Decision-Oriented Governance Under Uncertainty
Waseem2017UnderstandingAbuse,Understanding Abuse: A Typology of Abusive Language Detection Subtasks,"Waseem, Zeerak; Davidson, Thomas; Warmsley, Dana; Weber, Ingmar",2017,Proceedings of the First Workshop on Abusive Language Online,,,https://scholar.google.com/scholar?q=%22Understanding%20Abuse%3A%20A%20Typology%20of%20Abusive%20Language%20Detection%20Subtasks%22,4 Content Measurement: From Labels to Policy-Conditioned Evidence
